Agent,Nash Probability,RD Nash Probability
openai_o3_mini_2025-01-31_circle_0,0.2775200876657401,0.13726953208721543
anthropic_3.7_sonnet_2025-02-19_circle_6,0.16807117990738935,0.10090137292821319
anthropic_sonnet_3.7_reasoning_2025-02-19_circle_0,0.14618722040446827,0.10194473144565896
gemini_2.0_flash_circle_5,0.12294904631045014,0.1368239301132569
gemini_2.0_flash_circle_2,0.11073745672158261,0.10402660815028389
openai_4o_2024-08-06_circle_4,0.08779005367049285,0.13322611336317414
anthropic_3.7_sonnet_2025-02-19_circle_5,0.04460904648569715,0.12747247746744567
openai_4o_2024-08-06_circle_6,0.021272290769889256,0.07677333472304111
openai_4o_2024-08-06_circle_5,0.020863618064290178,0.08156189972171071
